Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2019-7-14,Faria Lima,-23.5675,-46.6929,51444,45,61,16,38,17,43,28,37,NORMAL
2019-7-14,Sé,-23.55,-46.6333,194315,86,20,34,39,39,36,32,35,NORMAL
2018-2-18,Brás,-23.5451,-46.6162,72887,39,6,65,34,37,19,22,10,REABASTECER
2019-11-25,Faria Lima,-23.5675,-46.6929,53586,23,37,7,37,4,40,21,14,NORMAL
2019-12-18,Faria Lima,-23.5675,-46.6929,53586,55,22,35,18,39,16,18,9,NORMAL
2018-6-6,Brás,-23.5451,-46.6162,71373,37,65,46,17,6,43,5,14,REABASTECER
2018-1-11,Brás,-23.5451,-46.6162,72486,76,11,58,8,4,6,43,5,REABASTECER
2018-3-16,Brás,-23.5451,-46.6162,74248,18,32,9,20,4,21,41,31,NORMAL
2018-7-16,Pinheiros,-23.5664,-46703,77196,78,48,51,39,38,35,34,10,NORMAL
2018-12-25,Pinheiros,-23.5664,-46703,79881,63,55,16,43,13,29,39,6,REABASTECER
2019-1-22,Pinheiros,-23.5664,-46703,79038,38,16,33,8,41,3,21,18,NORMAL
2019-3-25,Pinheiros,-23.5664,-46703,78026,50,43,51,4,21,12,31,35,NORMAL
2019-9-28,Brás,-23.5451,-46.6162,71919,16,53,52,43,31,12,32,6,REABASTECER
2018-1-17,Butantã,-23.5844,-46.7252,64466,86,33,18,38,19,41,25,23,NORMAL
2018-4-2,Barra Funda,-23.5542,-46.6707,148968,52,47,26,33,10,5,43,12,REABASTECER
2019-3-28,Barra Funda,-23.5542,-46.6707,150092,39,8,6,30,34,35,31,35,REABASTECER
2019-2-11,Butantã,-23.5844,-46.7252,64341,20,22,45,12,34,28,10,31,NORMAL
2019-7-30,Barra Funda,-23.5542,-46.6707,147807,5,55,65,15,6,35,21,15,NORMAL
2019-11-15,Tamanduateí,-23.5929,-46.5897,50753,49,24,34,43,13,41,43,33,NORMAL
2019-10-16,Tamanduateí,-23.5929,-46.5897,52961,86,47,36,20,6,4,27,26,NORMAL
2019-12-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92749,44,19,20,15,37,18,29,2,NORMAL
2018-4-22,Sé,-23.55,-46.6333,193845,41,65,27,43,43,10,36,24,NORMAL
2019-12-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92125,86,48,52,43,18,39,12,23,NORMAL
2019-12-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90249,59,31,30,30,11,33,38,9,NORMAL
2019-12-13,Tamanduateí,-23.5929,-46.5897,50313,39,42,37,9,26,37,19,10,NORMAL
2019-12-29,Tamanduateí,-23.5929,-46.5897,51010,51,6,6,40,37,37,29,27,REABASTECER
2018-9-3,Sé,-23.55,-46.6333,194742,52,10,8,31,39,28,13,37,REABASTECER
2018-8-13,Sé,-23.55,-46.6333,192538,6,65,25,43,33,39,6,20,REABASTECER
2018-9-11,Faria Lima,-23.5675,-46.6929,53004,13,10,19,9,31,23,16,24,NORMAL
2018-9-14,Sé,-23.55,-46.6333,191673,39,10,54,31,43,38,13,43,NORMAL
2018-11-11,Sé,-23.55,-46.6333,193270,8,25,49,19,38,32,11,36,REABASTECER
2018-11-16,Sé,-23.55,-46.6333,191385,44,6,18,6,21,16,35,21,NORMAL
2019-5-17,Sé,-23.55,-46.6333,193201,51,30,65,1,17,11,4,8,NORMAL
2019-2-9,Sé,-23.55,-46.6333,195268,68,21,37,29,3,39,11,37,NORMAL
2019-9-4,Sé,-23.55,-46.6333,192706,45,48,26,7,6,43,27,43,REABASTECER
2019-9-19,Sé,-23.55,-46.6333,193337,54,42,56,43,38,43,11,22,NORMAL
2019-5-8,Faria Lima,-23.5675,-46.6929,53771,86,26,49,7,34,35,21,40,NORMAL
2019-6-25,Sé,-23.55,-46.6333,193778,14,60,48,6,31,13,26,28,REABASTECER
2018-1-8,Pinheiros,-23.5664,-46703,76550,15,30,9,29,18,24,11,20,REABASTECER
2019-12-23,Sé,-23.55,-46.6333,192321,21,43,65,35,15,39,13,30,NORMAL
2018-1-22,Brás,-23.5451,-46.6162,72956,45,18,45,19,43,16,40,43,NORMAL
2018-8-20,Brás,-23.5451,-46.6162,73989,86,50,29,18,5,32,21,32,REABASTECER
2018-8-26,Pinheiros,-23.5664,-46703,76516,31,4,43,43,9,43,9,19,NORMAL
2019-4-21,Brás,-23.5451,-46.6162,70758,29,53,20,36,29,33,12,24,NORMAL
2018-11-9,Brás,-23.5451,-46.6162,72405,79,65,23,32,19,33,38,38,NORMAL
2019-1-20,Pinheiros,-23.5664,-46703,76884,59,26,46,19,3,12,31,29,REABASTECER
2019-1-29,Pinheiros,-23.5664,-46703,77181,54,40,43,27,12,20,35,30,NORMAL
2019-4-12,Brás,-23.5451,-46.6162,74483,23,33,18,18,21,14,15,14,NORMAL
2019-9-27,Brás,-23.5451,-46.6162,71164,26,56,56,3,33,15,37,12,REABASTECER
2019-9-26,Pinheiros,-23.5664,-46703,79533,29,12,23,32,24,40,6,3,REABASTECER
2019-11-14,Brás,-23.5451,-46.6162,74141,86,19,58,10,19,39,18,33,NORMAL
2018-1-13,Barra Funda,-23.5542,-46.6707,150332,52,65,59,10,37,43,37,39,NORMAL
2018-3-19,Barra Funda,-23.5542,-46.6707,147187,86,4,51,27,19,30,17,24,REABASTECER
2018-6-13,Barra Funda,-23.5542,-46.6707,149930,25,6,45,8,27,31,38,33,NORMAL
2018-7-29,Butantã,-23.5844,-46.7252,67488,62,25,55,43,28,16,29,18,NORMAL
2018-9-15,Barra Funda,-23.5542,-46.6707,148819,86,33,65,5,29,43,15,6,NORMAL
2018-12-28,Butantã,-23.5844,-46.7252,67683,17,9,11,17,39,16,34,41,REABASTECER
2019-1-11,Butantã,-23.5844,-46.7252,64683,60,65,59,20,27,30,28,31,NORMAL
2019-5-29,Barra Funda,-23.5542,-46.6707,148124,52,26,30,35,14,38,11,43,NORMAL
2019-6-16,Butantã,-23.5844,-46.7252,65451,44,34,30,25,43,22,24,4,REABASTECER
2019-7-13,Barra Funda,-23.5542,-46.6707,149200,78,29,44,30,38,37,5,35,REABASTECER
2018-5-8,Tatuapé,-23.5402,-46.5765,67233,58,47,18,28,39,7,29,37,NORMAL
2018-6-2,Tatuapé,-23.5402,-46.5765,68966,6,40,44,27,27,18,25,8,REABASTECER
2018-8-27,Tatuapé,-23.5402,-46.5765,67627,28,56,29,7,19,9,25,26,NORMAL
2018-9-28,Tatuapé,-23.5402,-46.5765,70148,86,50,4,39,15,31,18,32,REABASTECER
2019-1-28,Tatuapé,-23.5402,-46.5765,67115,43,53,28,6,43,42,27,16,REABASTECER
2019-5-16,Fradique Coutinho,-23.5661,-46.6841,33320,44,9,65,20,35,31,34,2,NORMAL
2019-9-15,Tatuapé,-23.5402,-46.5765,70800,70,65,38,7,26,33,16,18,NORMAL
2019-7-20,Tatuapé,-23.5402,-46.5765,68565,53,65,9,18,38,19,20,13,REABASTECER
2018-3-20,República,-23.5436,-46.6434,107735,2,6,65,8,16,5,28,26,NORMAL
2018-3-27,República,-23.5436,-46.6434,109792,24,29,12,28,31,33,38,39,NORMAL
2018-6-17,Luz,-23.5365,-46.6332,124753,73,49,32,13,43,10,28,10,NORMAL
2018-9-17,República,-23.5436,-46.6434,107812,75,10,29,39,12,22,33,32,NORMAL
2018-6-2,República,-23.5436,-46.6434,108454,77,52,25,36,40,21,21,41,NORMAL
2018-7-8,Luz,-23.5365,-46.6332,124870,41,54,65,25,6,43,34,16,REABASTECER
2018-7-17,República,-23.5436,-46.6434,108804,57,21,51,40,30,43,43,33,NORMAL
2018-10-30,República,-23.5436,-46.6434,107252,11,12,51,32,14,11,43,43,NORMAL
2018-11-30,República,-23.5436,-46.6434,109832,51,37,15,25,17,9,35,13,NORMAL
2019-1-26,Luz,-23.5365,-46.6332,125782,73,16,20,15,43,37,36,37,NORMAL
2019-3-12,Luz,-23.5365,-46.6332,124702,56,35,30,12,36,28,36,28,NORMAL
2019-6-25,República,-23.5436,-46.6434,107154,30,61,55,10,43,18,22,4,NORMAL
2019-7-27,República,-23.5436,-46.6434,110948,68,58,32,39,43,39,17,6,REABASTECER
2018-1-27,São Judas,-23.6255,-46.6411,16818,17,42,15,14,25,43,15,17,NORMAL
2018-1-30,São Judas,-23.6255,-46.6411,15879,79,25,61,5,13,39,43,5,NORMAL
2018-5-23,São Judas,-23.6255,-46.6411,14753,20,56,24,38,35,37,12,7,NORMAL
2018-5-28,São Judas,-23.6255,-46.6411,16070,61,33,47,15,15,21,34,29,NORMAL
2019-7-16,Paraíso,-23.57677,-46.63933,70839,86,50,43,21,21,37,43,31,NORMAL
2018-9-22,São Judas,-23.6255,-46.6411,16963,52,51,38,9,39,14,34,40,NORMAL
2018-9-12,São Judas,-23.6255,-46.6411,17561,68,49,44,36,36,39,25,35,NORMAL
2019-12-20,Paraíso,-23.57677,-46.63933,70379,35,42,4,17,10,23,26,8,REABASTECER
2019-2-25,São Judas,-23.6255,-46.6411,16749,64,31,46,43,14,21,5,17,NORMAL
2019-11-11,São Judas,-23.6255,-46.6411,13923,35,40,56,17,21,28,16,14,NORMAL
2019-10-24,São Judas,-23.6255,-46.6411,15486,44,21,38,14,40,32,37,38,NORMAL
2018-1-10,Vila Mariana,-23.5895,-46.6346,24015,86,21,65,30,11,17,10,6,NORMAL
2018-4-16,Vila Mariana,-23.5895,-46.6346,22214,30,65,58,28,28,10,34,6,REABASTECER
2019-5-11,Brigadeiro,-23.5683,-46.6482,47899,65,30,29,23,40,24,34,37,NORMAL
2018-9-19,Vila Mariana,-23.5895,-46.6346,25032,12,55,7,32,15,36,17,29,REABASTECER
2018-9-23,Vila Mariana,-23.5895,-46.6346,24734,52,29,47,17,43,18,43,13,NORMAL
2019-1-19,Vila Mariana,-23.5895,-46.6346,22952,46,43,34,36,11,5,4,33,NORMAL
2019-12-30,Brigadeiro,-23.5683,-46.6482,46538,86,55,6,12,37,25,36,43,REABASTECER
2019-1-6,Vila Mariana,-23.5895,-46.6346,23769,86,62,51,37,13,7,7,38,NORMAL
2019-2-13,Vila Mariana,-23.5895,-46.6346,24570,86,31,8,18,38,8,36,18,REABASTECER
2019-2-4,Vila Mariana,-23.5895,-46.6346,22514,86,15,65,41,35,37,29,7,NORMAL
2019-4-22,Vila Mariana,-23.5895,-46.6346,23975,10,23,51,18,22,5,11,4,NORMAL
2019-5-5,Vila Mariana,-23.5895,-46.6346,24667,51,58,14,10,8,6,6,39,REABASTECER
2019-7-6,Vila Mariana,-23.5895,-46.6346,23936,71,65,45,39,19,14,20,34,NORMAL
2019-11-17,Vila Mariana,-23.5895,-46.6346,22820,68,65,11,43,32,38,35,31,NORMAL
2019-1-1,Trianon-Masp,-23.5634,-46.6544,43649,18,65,50,43,7,43,26,19,NORMAL
2018-3-3,Brooklin,-23.6263,-46.6878,29986,86,60,20,6,15,24,32,43,REABASTECER
2018-6-3,Brooklin,-23.6263,-46.6878,28039,11,47,14,32,34,26,38,43,REABASTECER
2019-6-12,Trianon-Masp,-23.5634,-46.6544,44396,8,7,43,37,10,13,40,5,REABASTECER
2018-6-4,Brooklin,-23.6263,-46.6878,27829,86,42,4,26,30,25,35,41,NORMAL
2018-7-20,Brooklin,-23.6263,-46.6878,26334,66,4,21,13,35,14,11,29,REABASTECER
2019-8-30,Trianon-Masp,-23.5634,-46.6544,45397,13,51,32,10,21,15,25,24,NORMAL
2018-12-21,Brooklin,-23.6263,-46.6878,26568,86,55,65,33,24,43,6,4,REABASTECER
2019-2-26,Brooklin,-23.6263,-46.6878,26265,30,58,10,43,15,5,31,4,NORMAL
2019-3-29,Brooklin,-23.6263,-46.6878,28059,46,3,54,10,18,11,34,41,REABASTECER
2018-5-24,Consolação,-23.5581,-46.6606,114612,38,18,58,36,26,38,16,43,NORMAL
2019-7-26,Brooklin,-23.6263,-46.6878,26454,18,62,65,39,43,43,32,16,NORMAL
2019-9-6,Brooklin,-23.6263,-46.6878,27070,61,16,10,9,1,15,40,28,REABASTECER
2019-2-21,Consolação,-23.5581,-46.6606,112336,61,16,50,10,43,16,13,22,NORMAL
2018-2-19,Campo Belo,-23.6188,-46.6823,24151,35,60,26,26,38,34,13,29,NORMAL
2019-5-1,Consolação,-23.5581,-46.6606,112948,63,31,21,6,41,13,26,39,REABASTECER
2018-9-18,Campo Belo,-23.6188,-46.6823,23619,61,46,58,24,25,25,30,21,NORMAL
2018-7-28,Campo Belo,-23.6188,-46.6823,26569,35,38,7,35,9,31,37,43,REABASTECER
2018-10-18,Campo Belo,-23.6188,-46.6823,24167,26,7,48,28,38,27,43,20,NORMAL
2018-12-16,Campo Belo,-23.6188,-46.6823,23751,86,48,19,26,34,24,9,43,NORMAL
2019-6-2,Campo Belo,-23.6188,-46.6823,26599,36,55,46,31,26,24,2,4,NORMAL
2018-7-27,Tamanduateí,-23.5929,-46.5897,52161,86,31,29,43,20,7,25,31,NORMAL
2019-8-26,Campo Belo,-23.6188,-46.6823,25601,9,58,56,36,43,40,11,24,REABASTECER
2018-12-20,Tamanduateí,-23.5929,-46.5897,49777,68,16,44,26,31,27,41,35,NORMAL
2019-11-4,Campo Belo,-23.6188,-46.6823,25623,59,48,43,30,28,11,38,9,NORMAL
2019-1-16,Tamanduateí,-23.5929,-46.5897,52082,68,14,39,21,25,8,23,28,NORMAL
2018-7-2,Eucaliptos,-23.61,-46.6686,24717,29,65,28,22,37,43,6,20,NORMAL
2018-10-30,Eucaliptos,-23.61,-46.6686,21702,52,65,38,14,20,10,21,32,NORMAL
2018-9-23,Eucaliptos,-23.61,-46.6686,21802,73,43,31,43,38,34,22,19,NORMAL
2019-5-21,Eucaliptos,-23.61,-46.6686,22676,56,15,35,37,11,39,32,28,NORMAL
2019-7-8,Pinheiros,-23.5664,-46703,76680,58,51,39,43,43,4,11,9,REABASTECER
2019-5-4,São Judas,-23.6255,-46.6411,17233,11,57,22,33,19,43,25,7,REABASTECER
2019-6-25,São Judas,-23.6255,-46.6411,14865,4,65,12,37,12,23,8,43,REABASTECER
2019-7-30,São Judas,-23.6255,-46.6411,15332,86,4,55,15,4,36,37,38,NORMAL
2018-5-28,Butantã,-23.5844,-46.7252,64392,34,6,65,34,14,42,16,7,NORMAL
2018-2-16,Vila Mariana,-23.5895,-46.6346,22468,86,57,12,34,8,43,38,29,NORMAL
2018-6-17,Fradique Coutinho,-23.5661,-46.6841,34928,2,39,13,21,10,14,40,8,REABASTECER
2018-8-23,Fradique Coutinho,-23.5661,-46.6841,36435,77,50,37,32,43,11,21,43,NORMAL
2019-1-1,Butantã,-23.5844,-46.7252,64964,75,59,61,9,23,2,24,26,REABASTECER
2018-11-29,Fradique Coutinho,-23.5661,-46.6841,34932,11,13,7,40,36,22,21,17,REABASTECER
2018-12-16,Vila Mariana,-23.5895,-46.6346,23954,17,52,59,40,7,28,3,29,REABASTECER
2019-3-14,Fradique Coutinho,-23.5661,-46.6841,36768,59,33,65,22,23,30,21,25,NORMAL
2019-7-25,Butantã,-23.5844,-46.7252,64634,17,59,8,33,8,28,37,23,REABASTECER
2019-5-3,Fradique Coutinho,-23.5661,-46.6841,34676,9,27,16,16,43,20,43,10,NORMAL
2019-8-19,Fradique Coutinho,-23.5661,-46.6841,33534,13,23,33,40,13,19,43,4,NORMAL
2019-8-13,Vila Mariana,-23.5895,-46.6346,22784,62,36,48,42,10,38,6,7,REABASTECER
2019-8-26,Vila Mariana,-23.5895,-46.6346,24647,17,19,24,32,38,7,33,5,NORMAL
2019-11-28,Vila Mariana,-23.5895,-46.6346,23582,47,65,4,7,32,14,31,32,NORMAL
2018-4-18,Fradique Coutinho,-23.5661,-46.6841,36282,65,44,43,42,39,19,43,43,NORMAL
2018-11-9,Fradique Coutinho,-23.5661,-46.6841,36941,41,18,40,19,35,34,17,19,NORMAL
2018-11-30,Luz,-23.5365,-46.6332,125036,15,31,25,4,7,16,29,21,REABASTECER
2019-5-24,Luz,-23.5365,-46.6332,127684,57,30,18,4,18,8,43,23,REABASTECER
2019-8-1,Brooklin,-23.6263,-46.6878,29478,54,37,36,25,22,14,10,31,NORMAL
2018-3-11,Luz,-23.5365,-46.6332,124009,86,23,32,13,38,24,18,14,NORMAL
2018-3-15,Luz,-23.5365,-46.6332,125074,41,65,7,40,24,11,43,43,NORMAL
2018-1-22,Ana Rosa,-23.5813,-46.6383,66361,55,8,44,23,2,22,35,5,REABASTECER
2018-5-21,Campo Belo,-23.6188,-46.6823,26541,2,63,10,2,12,30,36,7,REABASTECER
2018-6-1,Campo Belo,-23.6188,-46.6823,25670,86,51,8,22,19,36,33,9,NORMAL
2019-2-19,Campo Belo,-23.6188,-46.6823,25755,5,6,36,42,38,18,22,18,NORMAL
2019-3-14,Campo Belo,-23.6188,-46.6823,23317,15,65,52,16,21,11,9,38,NORMAL
2019-6-3,Ana Rosa,-23.5813,-46.6383,66112,79,26,3,13,33,19,18,16,REABASTECER
2019-3-17,Eucaliptos,-23.61,-46.6686,22074,77,41,43,28,13,7,40,21,NORMAL
2019-6-1,Eucaliptos,-23.61,-46.6686,23846,55,26,40,38,14,43,39,32,NORMAL
2019-7-2,Eucaliptos,-23.61,-46.6686,23356,86,8,5,25,17,10,34,32,REABASTECER
2019-8-3,Eucaliptos,-23.61,-46.6686,23914,63,63,57,14,37,25,43,4,REABASTECER
2019-10-12,Eucaliptos,-23.61,-46.6686,24401,86,27,61,39,28,37,33,5,REABASTECER
2018-6-5,Moema,-23.5489,-46.6388,17408,44,65,7,39,19,1,4,27,NORMAL
2018-9-28,Moema,-23.5489,-46.6388,19269,45,7,51,37,23,42,32,38,REABASTECER
2018-10-28,São Joaquim,-23.5618,-46.6389,33861,72,61,65,6,8,9,35,3,REABASTECER
2018-11-23,São Joaquim,-23.5618,-46.6389,36542,77,29,27,39,27,25,18,28,NORMAL
2019-12-2,Hospital São Paulo,-23.5984,-46.6455,27314,28,65,48,24,40,21,18,4,REABASTECER
2019-12-8,Hospital São Paulo,-23.5984,-46.6455,25579,56,34,14,43,10,43,36,25,NORMAL
2019-12-25,Hospital São Paulo,-23.5984,-46.6455,25250,66,63,34,43,29,31,17,43,NORMAL
2018-6-26,Paraíso,-23.57677,-46.63933,70874,2,44,16,8,17,31,34,15,REABASTECER
2018-8-14,Paraíso,-23.57677,-46.63933,73200,54,10,25,17,35,14,15,5,NORMAL
2019-9-15,São Joaquim,-23.5618,-46.6389,34566,10,59,65,17,43,38,34,7,REABASTECER
2018-9-10,Paraíso,-23.57677,-46.63933,73677,55,55,49,38,15,27,40,33,NORMAL
2019-11-7,São Joaquim,-23.5618,-46.6389,34508,32,65,65,24,6,17,34,37,NORMAL
2019-11-16,São Joaquim,-23.5618,-46.6389,35465,25,19,6,39,18,24,34,41,NORMAL
2018-1-13,São Judas,-23.6255,-46.6411,15851,79,65,50,11,37,42,36,34,NORMAL
2018-2-24,São Judas,-23.6255,-46.6411,14719,86,30,45,31,43,10,34,17,NORMAL
2018-4-18,São Judas,-23.6255,-46.6411,15091,10,28,55,13,40,19,16,16,REABASTECER
2018-5-12,São Judas,-23.6255,-46.6411,16901,46,65,36,21,37,28,9,3,REABASTECER
2019-8-6,Paraíso,-23.57677,-46.63933,73430,69,65,42,6,26,1,8,32,NORMAL
2018-11-8,São Judas,-23.6255,-46.6411,16915,46,30,45,24,33,35,20,26,NORMAL
2019-10-25,Paraíso,-23.57677,-46.63933,72933,11,40,56,38,28,6,30,31,NORMAL
2019-11-26,Paraíso,-23.57677,-46.63933,73163,20,55,41,40,32,8,31,8,NORMAL
2018-5-25,Brigadeiro,-23.5683,-46.6482,46503,44,61,11,8,38,26,26,31,NORMAL
2018-6-18,Brigadeiro,-23.5683,-46.6482,48345,78,56,35,25,26,6,17,27,NORMAL
2018-9-7,Brigadeiro,-23.5683,-46.6482,47707,23,12,28,28,32,35,37,34,NORMAL
2019-11-27,São Judas,-23.6255,-46.6411,14644,57,13,16,10,1,22,38,35,REABASTECER
2019-11-26,São Judas,-23.6255,-46.6411,13773,70,21,22,14,7,27,43,41,NORMAL
2018-12-14,Brigadeiro,-23.5683,-46.6482,48171,42,32,17,33,28,39,21,11,NORMAL
2018-2-12,Vila Mariana,-23.5895,-46.6346,23483,32,22,47,4,19,16,13,43,REABASTECER
2019-3-18,Brigadeiro,-23.5683,-46.6482,46851,65,15,5,43,9,36,30,32,NORMAL
2019-4-19,Brigadeiro,-23.5683,-46.6482,47983,22,31,57,26,43,17,40,33,NORMAL
2018-6-17,Vila Mariana,-23.5895,-46.6346,23194,47,9,40,17,4,30,43,43,NORMAL
2018-7-4,Vila Mariana,-23.5895,-46.6346,23478,69,36,53,37,16,11,18,12,NORMAL
2018-10-1,Vila Mariana,-23.5895,-46.6346,23009,51,48,50,27,10,43,3,28,REABASTECER
2018-12-25,Vila Mariana,-23.5895,-46.6346,23509,16,65,65,25,15,43,4,40,NORMAL
2018-7-18,Trianon-Masp,-23.5634,-46.6544,44092,68,8,65,35,32,26,8,9,NORMAL
2018-12-1,Trianon-Masp,-23.5634,-46.6544,44399,55,53,65,6,4,2,8,10,REABASTECER
2019-11-30,Vila Mariana,-23.5895,-46.6346,25060,27,54,61,43,26,9,24,25,NORMAL
2019-3-17,Trianon-Masp,-23.5634,-46.6544,44252,43,65,56,22,5,18,34,21,REABASTECER
2019-6-24,Trianon-Masp,-23.5634,-46.6544,44915,64,57,29,34,41,6,35,2,REABASTECER
2019-3-26,Brooklin,-23.6263,-46.6878,26234,75,18,4,20,34,20,3,9,REABASTECER
2018-7-24,Consolação,-23.5581,-46.6606,112654,57,24,9,8,11,26,36,31,REABASTECER
2019-9-21,Brooklin,-23.6263,-46.6878,29351,86,40,50,12,27,21,21,14,NORMAL
2019-9-17,Brooklin,-23.6263,-46.6878,29087,38,8,10,24,43,30,36,26,NORMAL
2019-11-15,Brooklin,-23.6263,-46.6878,29641,76,27,65,33,29,33,24,20,NORMAL
2019-12-20,Brooklin,-23.6263,-46.6878,27028,86,21,5,15,12,13,4,19,REABASTECER
2019-2-24,Consolação,-23.5581,-46.6606,114362,31,61,26,38,35,8,43,13,NORMAL
2018-5-23,Campo Belo,-23.6188,-46.6823,25729,78,49,65,40,43,21,27,43,NORMAL
2019-7-18,Consolação,-23.5581,-46.6606,114248,62,58,4,27,15,17,36,38,REABASTECER
2019-7-26,Consolação,-23.5581,-46.6606,113661,63,12,25,40,23,40,43,43,NORMAL
2018-8-12,Campo Belo,-23.6188,-46.6823,24455,76,21,42,30,36,23,35,30,NORMAL
2018-8-13,Campo Belo,-23.6188,-46.6823,26002,64,11,36,30,30,21,33,27,NORMAL
2018-1-1,Tamanduateí,-23.5929,-46.5897,52102,86,65,65,43,43,43,43,43,NORMAL
2019-2-14,Higienópolis-Mackenzie,-23.5488,-46.6519,90978,66,35,39,40,22,7,2,25,REABASTECER
2019-7-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92764,25,30,14,6,35,33,31,40,NORMAL
2019-7-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90594,9,23,65,42,31,31,21,29,NORMAL
2019-11-12,Higienópolis-Mackenzie,-23.5488,-46.6519,93489,37,26,65,10,16,8,37,21,NORMAL
2018-2-15,Sé,-23.55,-46.6333,194927,78,65,13,27,21,43,7,43,NORMAL
2018-10-18,Faria Lima,-23.5675,-46.6929,52720,79,54,22,24,21,37,37,6,REABASTECER
2018-12-1,Sé,-23.55,-46.6333,194229,86,46,56,43,9,8,14,1,REABASTECER
2019-7-28,Faria Lima,-23.5675,-46.6929,54494,86,38,61,32,43,11,20,14,NORMAL
2019-10-25,Faria Lima,-23.5675,-46.6929,54016,33,33,10,37,43,17,19,43,NORMAL
2019-8-12,Sé,-23.55,-46.6333,194508,86,52,47,27,8,32,36,5,NORMAL
2018-3-18,Pinheiros,-23.5664,-46703,76958,9,44,55,23,38,34,21,3,REABASTECER
2018-7-3,Pinheiros,-23.5664,-46703,76375,35,65,65,42,38,33,43,22,NORMAL
2019-1-24,Ana Rosa,-23.5813,-46.6383,65161,4,61,37,21,25,15,26,26,REABASTECER
2019-8-16,Faria Lima,-23.5675,-46.6929,51561,86,65,4,12,8,20,36,29,REABASTECER
2019-4-26,Ana Rosa,-23.5813,-46.6383,64512,73,41,65,10,11,33,43,6,NORMAL
2018-2-17,Faria Lima,-23.5675,-46.6929,53720,86,65,5,43,13,25,24,39,NORMAL
2018-9-7,Faria Lima,-23.5675,-46.6929,53966,51,31,47,21,9,40,33,43,NORMAL
2019-1-20,Pinheiros,-23.5664,-46703,76884,59,26,46,19,3,12,31,29,REABASTECER
2019-1-26,Pinheiros,-23.5664,-46703,76212,86,60,65,35,23,31,6,43,NORMAL
2019-6-14,Faria Lima,-23.5675,-46.6929,51186,74,25,48,28,24,12,11,26,NORMAL
2019-6-28,Pinheiros,-23.5664,-46703,78434,73,59,41,29,2,8,10,6,REABASTECER
2019-4-12,São Joaquim,-23.5618,-46.6389,33407,86,65,39,28,12,34,14,43,NORMAL
2019-10-3,Pinheiros,-23.5664,-46703,78359,47,44,34,5,41,20,24,19,REABASTECER
2018-2-27,Butantã,-23.5844,-46.7252,65930,56,56,11,8,9,13,31,29,NORMAL
2018-6-4,Butantã,-23.5844,-46.7252,65068,69,36,19,12,31,18,32,28,NORMAL
2018-6-4,São Judas,-23.6255,-46.6411,13691,86,61,65,43,32,15,11,43,NORMAL
2018-10-30,Pinheiros,-23.5664,-46703,79761,76,49,10,10,19,38,29,27,NORMAL
2018-10-28,São Judas,-23.6255,-46.6411,17285,45,18,59,14,32,19,13,21,NORMAL
2019-3-17,Butantã,-23.5844,-46.7252,65531,38,7,3,32,11,43,41,22,REABASTECER
2019-1-13,São Judas,-23.6255,-46.6411,15004,43,18,50,13,12,28,10,8,NORMAL
2019-3-11,São Judas,-23.6255,-46.6411,15995,73,53,60,30,38,16,20,4,REABASTECER
2019-8-23,Pinheiros,-23.5664,-46703,77588,67,25,51,8,39,17,4,6,REABASTECER
2019-8-8,Butantã,-23.5844,-46.7252,64623,58,59,44,35,39,22,29,8,NORMAL
2019-9-5,São Judas,-23.6255,-46.6411,13850,86,57,65,41,26,32,21,36,NORMAL
2019-12-6,Butantã,-23.5844,-46.7252,64929,35,26,28,19,21,9,22,37,NORMAL
2019-12-26,Butantã,-23.5844,-46.7252,66038,27,27,26,39,26,7,22,37,NORMAL
2018-1-2,Fradique Coutinho,-23.5661,-46.6841,35912,79,62,60,41,37,38,41,38,NORMAL
2019-11-11,São Judas,-23.6255,-46.6411,13923,35,40,56,17,21,28,16,14,NORMAL
2018-5-10,Butantã,-23.5844,-46.7252,66170,41,55,65,10,6,16,3,37,REABASTECER
2018-7-9,Butantã,-23.5844,-46.7252,66052,66,23,55,28,26,40,11,12,NORMAL
2018-4-4,Vila Mariana,-23.5895,-46.6346,23914,56,23,10,20,30,35,36,13,NORMAL
2018-9-19,Butantã,-23.5844,-46.7252,66976,27,19,58,17,2,29,43,35,REABASTECER
2018-11-22,Butantã,-23.5844,-46.7252,64228,17,2,65,21,13,43,3,28,REABASTECER
2018-7-26,Vila Mariana,-23.5895,-46.6346,22147,22,43,29,43,10,28,15,15,NORMAL
2019-1-29,Butantã,-23.5844,-46.7252,67270,47,32,53,10,40,13,7,43,NORMAL
2018-9-19,Vila Mariana,-23.5895,-46.6346,25032,12,55,7,32,15,36,17,29,REABASTECER
2019-2-13,Butantã,-23.5844,-46.7252,64983,86,10,34,5,23,20,2,22,REABASTECER
2019-4-14,Fradique Coutinho,-23.5661,-46.6841,36070,16,55,5,25,40,43,30,38,REABASTECER
2019-8-11,Fradique Coutinho,-23.5661,-46.6841,33276,6,9,29,21,3,41,37,34,NORMAL
