Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2019-2-25,Higienópolis-Mackenzie,-23.5488,-46.6519,89996,60,25,29,38,19,11,43,25,NORMAL
2019-2-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91622,49,15,23,33,17,10,37,21,NORMAL
2019-2-27,Higienópolis-Mackenzie,-23.5488,-46.6519,89913,41,8,18,33,14,4,31,16,NORMAL
2019-2-28,Higienópolis-Mackenzie,-23.5488,-46.6519,92164,31,65,12,32,11,43,25,10,NORMAL
2019-2-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91794,19,58,4,27,5,38,21,7,NORMAL
2019-2-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91115,8,53,65,23,43,36,17,5,REABASTECER
2019-3-1,Higienópolis-Mackenzie,-23.5488,-46.6519,92406,86,45,59,19,41,31,15,43,NORMAL
2019-3-2,Higienópolis-Mackenzie,-23.5488,-46.6519,89772,76,35,50,19,39,30,11,41,NORMAL
2019-3-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90523,63,32,43,16,34,27,5,36,REABASTECER
2019-3-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90730,55,22,33,15,30,27,43,32,NORMAL
2019-3-5,Higienópolis-Mackenzie,-23.5488,-46.6519,93519,42,15,28,15,27,27,40,26,NORMAL
2019-3-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92121,35,7,24,15,21,26,37,23,REABASTECER
2019-3-7,Higienópolis-Mackenzie,-23.5488,-46.6519,93315,27,65,18,11,16,20,35,19,NORMAL
2019-3-8,Higienópolis-Mackenzie,-23.5488,-46.6519,91379,17,62,11,7,10,15,32,17,NORMAL
2019-3-9,Higienópolis-Mackenzie,-23.5488,-46.6519,92524,4,52,1,4,6,15,30,11,REABASTECER
2019-3-10,Higienópolis-Mackenzie,-23.5488,-46.6519,93178,86,46,65,43,43,10,27,9,NORMAL
2019-3-11,Higienópolis-Mackenzie,-23.5488,-46.6519,91797,73,38,60,40,39,5,25,6,NORMAL
2019-3-12,Higienópolis-Mackenzie,-23.5488,-46.6519,91016,66,29,53,39,33,43,23,43,NORMAL
2019-3-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92535,53,22,49,36,27,40,20,37,NORMAL
2019-3-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91593,44,14,39,33,23,34,15,34,NORMAL
2019-3-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90897,34,10,35,28,18,31,12,28,NORMAL
2019-3-16,Higienópolis-Mackenzie,-23.5488,-46.6519,91944,26,5,31,22,15,29,10,22,NORMAL
2019-3-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90139,15,65,25,21,10,29,4,17,REABASTECER
2019-3-18,Higienópolis-Mackenzie,-23.5488,-46.6519,93384,7,62,20,16,8,24,43,11,NORMAL
2019-3-19,Higienópolis-Mackenzie,-23.5488,-46.6519,93066,86,57,10,12,6,22,38,7,REABASTECER
2019-3-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93015,73,51,6,12,43,18,36,5,REABASTECER
2019-3-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90331,61,49,65,11,41,12,33,43,NORMAL
2019-3-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92644,52,45,55,7,39,11,29,38,NORMAL
2019-3-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89740,43,37,48,6,34,7,24,34,NORMAL
2019-3-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91518,31,29,40,43,31,6,20,32,REABASTECER
2019-3-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93070,23,20,35,37,29,43,17,30,NORMAL
2019-3-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91573,10,13,29,37,26,42,11,28,REABASTECER
2019-3-27,Higienópolis-Mackenzie,-23.5488,-46.6519,89938,86,6,25,37,22,37,7,22,REABASTECER
2019-3-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93324,75,65,15,33,16,37,3,20,REABASTECER
2019-3-29,Higienópolis-Mackenzie,-23.5488,-46.6519,93407,67,62,6,30,11,34,43,16,REABASTECER
2019-3-30,Higienópolis-Mackenzie,-23.5488,-46.6519,92099,56,55,65,26,9,32,39,10,NORMAL
2019-4-1,Higienópolis-Mackenzie,-23.5488,-46.6519,91576,45,50,58,24,6,31,34,4,NORMAL
2019-4-2,Higienópolis-Mackenzie,-23.5488,-46.6519,90141,35,44,52,22,43,26,28,43,NORMAL
2019-4-3,Higienópolis-Mackenzie,-23.5488,-46.6519,91493,22,36,42,22,40,20,24,37,NORMAL
2019-4-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91662,9,26,34,22,37,16,20,31,NORMAL
2019-4-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90280,86,17,29,21,34,16,18,28,NORMAL
2019-4-6,Higienópolis-Mackenzie,-23.5488,-46.6519,89955,79,8,21,17,29,15,13,26,REABASTECER
2019-4-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92578,69,65,15,17,26,12,8,23,NORMAL
2019-4-8,Higienópolis-Mackenzie,-23.5488,-46.6519,91091,57,56,5,14,24,11,2,17,REABASTECER
2019-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90900,45,50,65,13,18,5,43,15,REABASTECER
2019-4-10,Higienópolis-Mackenzie,-23.5488,-46.6519,93443,38,41,56,9,13,43,38,10,NORMAL
2019-4-11,Higienópolis-Mackenzie,-23.5488,-46.6519,93312,25,35,49,9,9,43,34,6,REABASTECER
2019-4-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92071,18,25,41,5,5,40,29,43,REABASTECER
2019-4-13,Higienópolis-Mackenzie,-23.5488,-46.6519,91417,9,18,31,43,43,38,25,39,REABASTECER
2019-4-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91377,86,14,24,38,40,38,20,34,NORMAL
2019-4-15,Higienópolis-Mackenzie,-23.5488,-46.6519,89935,73,9,20,35,37,34,15,30,REABASTECER
2019-4-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90263,60,65,16,32,33,29,11,28,NORMAL
2019-4-17,Higienópolis-Mackenzie,-23.5488,-46.6519,92497,49,58,10,27,30,27,6,22,NORMAL
2019-4-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92810,36,51,0,24,25,26,43,16,NORMAL
2019-4-19,Higienópolis-Mackenzie,-23.5488,-46.6519,92513,27,45,65,19,21,26,39,10,NORMAL
2019-4-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90327,16,43,60,17,16,25,37,5,NORMAL
2019-4-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93569,9,34,53,14,14,20,35,43,NORMAL
2019-4-22,Higienópolis-Mackenzie,-23.5488,-46.6519,90669,86,26,48,14,9,16,31,38,NORMAL
2019-4-23,Higienópolis-Mackenzie,-23.5488,-46.6519,93440,73,17,43,8,6,10,28,35,REABASTECER
2019-4-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92980,62,15,34,7,43,10,26,31,NORMAL
2019-4-25,Higienópolis-Mackenzie,-23.5488,-46.6519,91324,55,12,25,1,38,10,21,26,REABASTECER
2019-4-26,Higienópolis-Mackenzie,-23.5488,-46.6519,90745,42,8,17,43,34,8,19,20,NORMAL
2019-4-27,Higienópolis-Mackenzie,-23.5488,-46.6519,93054,34,65,12,37,29,2,14,14,REABASTECER
2019-4-28,Higienópolis-Mackenzie,-23.5488,-46.6519,89927,25,62,6,32,26,43,11,9,NORMAL
2019-4-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91060,15,57,65,32,20,42,8,5,NORMAL
2019-4-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90327,2,47,55,26,14,41,4,43,NORMAL
2019-5-1,Higienópolis-Mackenzie,-23.5488,-46.6519,90864,86,41,50,25,8,36,43,38,NORMAL
2019-5-2,Higienópolis-Mackenzie,-23.5488,-46.6519,91437,77,38,46,21,2,33,41,36,NORMAL
2019-5-3,Higienópolis-Mackenzie,-23.5488,-46.6519,92847,69,35,41,20,43,29,39,30,NORMAL
2019-5-4,Higienópolis-Mackenzie,-23.5488,-46.6519,92361,61,28,32,15,38,25,36,28,NORMAL
2019-5-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90727,52,19,24,12,33,21,33,26,NORMAL
2019-5-6,Higienópolis-Mackenzie,-23.5488,-46.6519,91361,42,16,17,11,31,20,31,22,NORMAL
2019-5-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92473,29,13,9,10,26,19,28,16,REABASTECER
2019-5-8,Higienópolis-Mackenzie,-23.5488,-46.6519,92165,19,7,65,4,22,16,26,10,NORMAL
2019-5-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90415,6,65,57,43,18,10,22,5,REABASTECER
2019-5-10,Higienópolis-Mackenzie,-23.5488,-46.6519,89943,86,55,52,37,12,10,19,43,NORMAL
2019-5-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92870,74,52,47,33,8,8,14,40,NORMAL
2019-5-12,Higienópolis-Mackenzie,-23.5488,-46.6519,89764,64,48,39,30,6,3,11,37,REABASTECER
2019-5-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92977,52,45,34,27,43,43,8,33,NORMAL
2019-5-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91426,42,43,28,27,40,37,5,31,REABASTECER
2019-5-15,Higienópolis-Mackenzie,-23.5488,-46.6519,91727,35,35,21,23,35,33,43,25,NORMAL
2019-5-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93317,28,28,15,19,32,29,37,20,NORMAL
2019-5-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91046,15,21,6,14,26,27,32,15,REABASTECER
2019-5-18,Higienópolis-Mackenzie,-23.5488,-46.6519,93325,6,11,65,9,24,21,28,11,NORMAL
2019-5-19,Higienópolis-Mackenzie,-23.5488,-46.6519,91939,86,9,58,7,21,15,23,5,REABASTECER
2019-5-20,Higienópolis-Mackenzie,-23.5488,-46.6519,91827,76,65,53,6,17,14,17,43,NORMAL
2019-5-21,Higienópolis-Mackenzie,-23.5488,-46.6519,92553,64,63,43,43,12,13,15,38,NORMAL
2019-5-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91325,54,55,39,43,9,7,11,36,NORMAL
2019-5-23,Higienópolis-Mackenzie,-23.5488,-46.6519,93170,42,45,30,42,3,4,9,34,NORMAL
2019-5-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90058,34,42,21,42,43,43,3,31,REABASTECER
2019-5-25,Higienópolis-Mackenzie,-23.5488,-46.6519,91702,22,40,16,41,41,37,43,29,NORMAL
2019-5-26,Higienópolis-Mackenzie,-23.5488,-46.6519,90178,12,32,11,36,35,34,37,25,NORMAL
2019-5-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90937,86,25,6,33,30,30,35,22,REABASTECER
2019-5-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93465,79,19,65,30,24,28,31,17,NORMAL
2019-5-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91966,69,9,59,28,18,27,28,14,REABASTECER
2019-5-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90194,59,65,49,25,14,27,22,8,NORMAL
2019-6-1,Higienópolis-Mackenzie,-23.5488,-46.6519,92206,50,55,39,25,8,21,17,5,REABASTECER
2019-6-2,Higienópolis-Mackenzie,-23.5488,-46.6519,91051,39,49,29,24,3,15,12,43,REABASTECER
2019-6-3,Higienópolis-Mackenzie,-23.5488,-46.6519,92625,32,40,22,20,43,9,7,38,NORMAL
2019-6-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91104,23,35,12,17,38,4,4,33,NORMAL
2019-6-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90746,14,32,4,11,35,43,43,27,NORMAL
2019-6-6,Higienópolis-Mackenzie,-23.5488,-46.6519,90571,3,24,65,10,29,37,40,25,NORMAL
2019-6-7,Higienópolis-Mackenzie,-23.5488,-46.6519,90608,86,20,57,8,23,31,34,20,NORMAL
2019-6-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93001,75,10,52,5,19,28,31,14,NORMAL
2019-6-9,Higienópolis-Mackenzie,-23.5488,-46.6519,93207,67,4,42,43,17,23,27,11,REABASTECER
2019-6-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91782,57,65,34,43,15,17,22,8,NORMAL
2019-6-11,Higienópolis-Mackenzie,-23.5488,-46.6519,89923,44,62,30,43,13,15,18,5,REABASTECER
2019-6-12,Higienópolis-Mackenzie,-23.5488,-46.6519,90605,32,54,23,39,9,14,12,43,NORMAL
2019-6-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92020,20,44,15,38,4,8,9,37,REABASTECER
2019-6-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93482,12,38,7,38,43,2,5,31,REABASTECER
2019-6-15,Higienópolis-Mackenzie,-23.5488,-46.6519,91557,86,30,65,37,38,43,43,29,NORMAL
2019-6-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93099,74,24,60,31,35,38,38,26,NORMAL
2019-6-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91796,63,14,55,28,31,36,36,22,NORMAL
2019-6-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92606,54,10,51,22,26,34,32,19,NORMAL
2019-6-19,Higienópolis-Mackenzie,-23.5488,-46.6519,91709,43,7,46,16,23,34,26,15,REABASTECER
2019-6-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90883,34,65,38,15,20,34,22,11,NORMAL
2019-6-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90549,26,55,29,12,14,30,17,5,NORMAL
2019-6-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91532,19,46,25,11,10,30,14,43,NORMAL
2019-6-23,Higienópolis-Mackenzie,-23.5488,-46.6519,91472,11,44,15,8,6,27,8,37,REABASTECER
2019-6-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91569,86,36,5,7,43,22,4,35,REABASTECER
2019-6-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93069,77,30,65,5,40,17,43,30,REABASTECER
2019-6-26,Higienópolis-Mackenzie,-23.5488,-46.6519,89931,65,27,56,43,37,14,38,27,NORMAL
2019-6-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90261,52,19,49,37,33,13,34,24,NORMAL
2019-6-28,Higienópolis-Mackenzie,-23.5488,-46.6519,89969,40,17,44,36,29,12,28,22,NORMAL
2019-6-29,Higienópolis-Mackenzie,-23.5488,-46.6519,89826,30,15,37,30,25,7,26,17,NORMAL
2019-6-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91559,20,8,29,27,19,6,23,15,REABASTECER
2019-7-1,Higienópolis-Mackenzie,-23.5488,-46.6519,93132,13,65,22,23,13,43,17,12,NORMAL
2019-7-2,Higienópolis-Mackenzie,-23.5488,-46.6519,89695,5,62,16,19,7,37,12,8,REABASTECER
2019-7-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90240,86,58,6,15,2,35,6,6,REABASTECER
2019-7-4,Higienópolis-Mackenzie,-23.5488,-46.6519,92852,77,49,65,12,43,35,43,43,NORMAL
2019-7-5,Higienópolis-Mackenzie,-23.5488,-46.6519,92601,64,42,55,8,37,29,37,41,NORMAL
2019-7-6,Higienópolis-Mackenzie,-23.5488,-46.6519,91099,51,39,45,3,33,25,33,38,REABASTECER
2019-7-7,Higienópolis-Mackenzie,-23.5488,-46.6519,93226,41,32,38,43,31,23,30,34,NORMAL
2019-7-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90023,33,24,28,43,26,18,27,29,NORMAL
2019-7-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90504,26,14,24,38,21,13,23,25,NORMAL
2019-7-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91715,13,12,15,37,17,13,19,21,NORMAL
2019-7-11,Higienópolis-Mackenzie,-23.5488,-46.6519,91530,5,9,6,35,15,13,16,18,REABASTECER
2019-7-12,Higienópolis-Mackenzie,-23.5488,-46.6519,93150,86,65,65,32,12,11,11,15,NORMAL
2019-7-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92274,74,57,55,28,10,5,8,13,NORMAL
2019-7-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92234,61,51,46,28,7,43,2,10,NORMAL
2019-7-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90546,53,43,38,23,3,41,43,7,NORMAL
2019-7-16,Higienópolis-Mackenzie,-23.5488,-46.6519,92972,42,38,29,18,43,41,41,1,REABASTECER
2019-7-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91431,32,34,23,12,39,35,36,43,NORMAL
2019-7-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92764,25,30,14,6,35,33,31,40,NORMAL
2019-7-19,Higienópolis-Mackenzie,-23.5488,-46.6519,93065,16,28,9,43,33,33,25,35,NORMAL
2019-7-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90594,9,23,65,42,31,31,21,29,NORMAL
2019-7-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90891,86,20,55,36,26,31,16,24,NORMAL
2019-7-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92172,73,13,47,31,20,28,13,22,NORMAL
2019-7-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92896,61,6,43,25,17,28,7,20,REABASTECER
2019-7-24,Higienópolis-Mackenzie,-23.5488,-46.6519,91222,49,65,35,24,11,25,1,17,NORMAL
2019-7-25,Higienópolis-Mackenzie,-23.5488,-46.6519,90818,40,59,28,18,9,19,43,15,NORMAL
2019-7-26,Higienópolis-Mackenzie,-23.5488,-46.6519,89760,31,52,24,14,7,17,40,12,NORMAL
2019-7-27,Higienópolis-Mackenzie,-23.5488,-46.6519,91215,22,42,19,9,4,12,36,9,REABASTECER
2019-7-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93428,10,40,11,9,43,12,30,7,NORMAL
2019-7-29,Higienópolis-Mackenzie,-23.5488,-46.6519,90296,86,36,6,7,37,8,24,4,NORMAL
2019-7-30,Higienópolis-Mackenzie,-23.5488,-46.6519,92635,78,32,65,1,33,8,21,43,NORMAL
2019-8-1,Higienópolis-Mackenzie,-23.5488,-46.6519,93491,65,24,59,43,28,4,17,40,REABASTECER
2019-8-2,Higienópolis-Mackenzie,-23.5488,-46.6519,93319,55,16,49,41,25,43,12,35,NORMAL
2019-8-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90398,45,13,45,41,20,43,6,31,NORMAL
2019-8-4,Higienópolis-Mackenzie,-23.5488,-46.6519,89870,35,11,38,38,15,43,43,28,NORMAL
2019-8-5,Higienópolis-Mackenzie,-23.5488,-46.6519,92685,23,4,33,37,10,42,38,24,REABASTECER
2019-8-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92108,11,65,26,35,8,37,36,19,REABASTECER
2019-8-7,Higienópolis-Mackenzie,-23.5488,-46.6519,90521,86,63,18,29,2,34,31,14,REABASTECER
2019-8-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90765,73,61,12,23,43,28,26,12,NORMAL
2019-8-9,Higienópolis-Mackenzie,-23.5488,-46.6519,93131,62,53,7,23,39,23,22,6,NORMAL
2019-8-10,Higienópolis-Mackenzie,-23.5488,-46.6519,92957,52,51,65,23,33,18,17,43,NORMAL
2019-8-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92908,45,47,61,23,28,18,11,39,NORMAL
2019-8-12,Higienópolis-Mackenzie,-23.5488,-46.6519,89939,34,44,57,23,24,16,7,36,NORMAL
2019-8-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92222,27,42,50,21,20,11,3,33,REABASTECER
2019-8-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91823,20,38,40,16,15,11,43,29,NORMAL
2019-8-15,Higienópolis-Mackenzie,-23.5488,-46.6519,93148,12,36,34,13,11,8,41,25,REABASTECER
2019-8-16,Higienópolis-Mackenzie,-23.5488,-46.6519,93003,86,34,29,7,5,2,39,19,REABASTECER
2019-8-17,Higienópolis-Mackenzie,-23.5488,-46.6519,92907,77,29,22,3,43,43,34,14,NORMAL
2019-8-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90153,67,21,16,43,39,40,28,9,NORMAL
2019-8-19,Higienópolis-Mackenzie,-23.5488,-46.6519,89831,59,15,8,39,36,34,22,7,REABASTECER
2019-8-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93112,47,11,65,38,32,30,18,4,NORMAL
2019-8-21,Higienópolis-Mackenzie,-23.5488,-46.6519,91884,34,2,58,38,29,29,14,43,REABASTECER
2019-8-22,Higienópolis-Mackenzie,-23.5488,-46.6519,93103,25,65,50,35,24,29,10,38,NORMAL
2019-8-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92235,15,56,44,31,20,23,8,35,NORMAL
2019-8-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90518,4,51,37,29,14,20,4,30,REABASTECER
2019-8-25,Higienópolis-Mackenzie,-23.5488,-46.6519,92392,86,45,27,28,9,15,43,26,NORMAL
2019-8-26,Higienópolis-Mackenzie,-23.5488,-46.6519,92874,75,39,19,24,7,10,37,20,NORMAL
2019-8-27,Higienópolis-Mackenzie,-23.5488,-46.6519,91879,66,34,12,22,5,4,35,17,NORMAL
2019-8-28,Higienópolis-Mackenzie,-23.5488,-46.6519,90725,57,31,4,18,43,43,31,15,REABASTECER
2019-8-29,Higienópolis-Mackenzie,-23.5488,-46.6519,89933,45,26,65,18,40,38,29,11,NORMAL
2019-8-30,Higienópolis-Mackenzie,-23.5488,-46.6519,93467,33,21,55,16,36,35,23,8,NORMAL
2019-9-1,Higienópolis-Mackenzie,-23.5488,-46.6519,90076,23,18,50,10,34,35,18,2,REABASTECER
2019-9-2,Higienópolis-Mackenzie,-23.5488,-46.6519,90082,11,8,42,9,29,33,13,43,REABASTECER
2019-9-3,Higienópolis-Mackenzie,-23.5488,-46.6519,89969,86,65,35,6,24,27,10,41,REABASTECER
2019-9-4,Higienópolis-Mackenzie,-23.5488,-46.6519,89912,74,58,25,43,20,27,5,37,REABASTECER
2019-9-5,Higienópolis-Mackenzie,-23.5488,-46.6519,89901,66,53,16,37,14,24,43,33,NORMAL
2019-9-6,Higienópolis-Mackenzie,-23.5488,-46.6519,93564,55,45,6,32,12,24,41,30,NORMAL
2019-9-7,Higienópolis-Mackenzie,-23.5488,-46.6519,89743,42,40,65,32,8,23,35,28,NORMAL
2019-9-8,Higienópolis-Mackenzie,-23.5488,-46.6519,92470,33,33,55,27,6,22,32,23,REABASTECER
2019-9-9,Higienópolis-Mackenzie,-23.5488,-46.6519,92425,20,24,46,21,43,19,29,19,NORMAL
2019-9-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91512,10,22,37,19,37,17,25,14,REABASTECER
2019-9-11,Higienópolis-Mackenzie,-23.5488,-46.6519,90527,86,16,30,13,34,13,22,9,NORMAL
2019-9-12,Higienópolis-Mackenzie,-23.5488,-46.6519,89597,77,8,21,8,32,8,16,7,REABASTECER
2019-9-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92986,66,65,12,8,28,5,14,2,REABASTECER
2019-9-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93437,57,56,4,7,26,43,9,43,REABASTECER
2019-9-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90007,50,46,65,5,24,40,7,37,REABASTECER
2019-9-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90953,40,38,61,43,22,36,4,31,REABASTECER
2019-9-17,Higienópolis-Mackenzie,-23.5488,-46.6519,91468,33,35,54,37,18,35,43,26,NORMAL
2019-9-18,Higienópolis-Mackenzie,-23.5488,-46.6519,91009,22,33,46,31,14,30,38,20,NORMAL
2019-9-19,Higienópolis-Mackenzie,-23.5488,-46.6519,90060,14,23,41,31,9,30,35,18,NORMAL
2019-9-20,Higienópolis-Mackenzie,-23.5488,-46.6519,90994,4,13,35,30,7,30,32,16,NORMAL
2019-9-21,Higienópolis-Mackenzie,-23.5488,-46.6519,90837,86,7,26,30,1,30,28,10,REABASTECER
2019-9-22,Higienópolis-Mackenzie,-23.5488,-46.6519,92518,75,65,18,25,43,28,24,6,REABASTECER
2019-9-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89594,68,59,14,23,39,22,19,43,NORMAL
2019-9-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90014,61,53,8,21,37,17,13,40,REABASTECER
2019-9-25,Higienópolis-Mackenzie,-23.5488,-46.6519,91501,54,47,65,20,31,13,9,38,NORMAL
2019-9-26,Higienópolis-Mackenzie,-23.5488,-46.6519,92832,47,40,56,17,26,13,5,36,NORMAL
2019-9-27,Higienópolis-Mackenzie,-23.5488,-46.6519,91164,34,38,50,17,24,11,43,32,NORMAL
2019-9-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93318,27,28,45,16,22,11,39,30,NORMAL
2019-9-29,Higienópolis-Mackenzie,-23.5488,-46.6519,93025,15,25,35,10,18,9,37,28,NORMAL
2019-9-30,Higienópolis-Mackenzie,-23.5488,-46.6519,92608,3,17,31,7,15,6,32,24,REABASTECER
2019-10-1,Higienópolis-Mackenzie,-23.5488,-46.6519,91171,86,8,25,7,13,43,30,22,REABASTECER
2019-10-2,Higienópolis-Mackenzie,-23.5488,-46.6519,92181,79,65,17,7,8,42,27,16,NORMAL
2019-10-3,Higienópolis-Mackenzie,-23.5488,-46.6519,90194,71,55,8,5,5,39,23,10,REABASTECER
2019-10-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91015,60,47,65,43,43,33,21,8,NORMAL
2019-10-5,Higienópolis-Mackenzie,-23.5488,-46.6519,89949,51,43,58,42,40,31,18,2,REABASTECER
2019-10-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92114,42,33,50,38,35,31,15,43,NORMAL
2019-10-7,Higienópolis-Mackenzie,-23.5488,-46.6519,91695,31,26,46,36,30,27,10,38,NORMAL
2019-10-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93411,18,22,38,36,25,27,8,34,NORMAL
2019-10-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90766,10,12,31,34,23,27,5,31,NORMAL
2019-10-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90780,86,9,25,32,19,21,43,26,NORMAL
2019-10-11,Higienópolis-Mackenzie,-23.5488,-46.6519,93206,77,65,21,26,13,16,39,23,NORMAL
2019-10-12,Higienópolis-Mackenzie,-23.5488,-46.6519,91947,64,61,14,24,9,13,36,17,NORMAL
2019-10-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92857,54,53,8,21,4,11,33,13,REABASTECER
2019-10-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93347,47,43,65,21,43,6,29,9,NORMAL
2019-10-15,Higienópolis-Mackenzie,-23.5488,-46.6519,89939,35,37,58,19,40,43,24,5,REABASTECER
2019-10-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90608,28,34,53,15,38,43,19,43,NORMAL
2019-10-17,Higienópolis-Mackenzie,-23.5488,-46.6519,89894,17,29,43,14,32,42,15,41,NORMAL
2019-10-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90802,6,27,35,13,26,42,12,38,NORMAL
2019-10-19,Higienópolis-Mackenzie,-23.5488,-46.6519,93150,86,24,28,11,24,39,9,33,NORMAL
2019-10-20,Higienópolis-Mackenzie,-23.5488,-46.6519,93548,74,22,22,6,18,38,3,28,NORMAL
2019-10-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93324,65,18,13,43,12,34,43,24,NORMAL
2019-10-22,Higienópolis-Mackenzie,-23.5488,-46.6519,89670,54,12,7,42,7,33,40,22,NORMAL
